,Time,AX,AY,AZ,GX,GY,GZ,FileNum,ExpPutts,Mark,Stage,Id
31590,735818,135,1159,259,-134,-327,-295,8,20,,Forward,196
31591,735825,115,1194,522,-136,-316,-264,8,20,,Forward,196
31592,735831,112,1099,604,-139,-318,-240,8,20,3.0,Forward,196
32060,738756,-20,1021,413,-121,-336,-340,8,20,1.0,Back,197
32061,738762,-18,1037,376,-116,-333,-361,8,20,,Back,197
32062,738768,-2,1048,284,-107,-334,-364,8,20,,Back,197
32063,738775,2,1051,167,-107,-339,-379,8,20,,Back,197
32064,738781,20,1035,26,-94,-349,-379,8,20,,Back,197
32065,738787,20,1022,-64,-83,-354,-391,8,20,,Back,197
32066,738793,24,986,-135,-91,-355,-405,8,20,,Back,197
32067,738800,-3,958,-177,-70,-378,-409,8,20,,Back,197
32068,738806,-32,943,-242,-79,-369,-417,8,20,,Back,197
32069,738812,-57,933,-289,-77,-379,-415,8,20,,Back,197
32070,738818,-93,937,-393,-80,-379,-417,8,20,,Back,197
32071,738825,-119,976,-460,-74,-376,-406,8,20,,Back,197
32072,738831,-127,1057,-570,-85,-363,-396,8,20,,Back,197
32073,738837,-102,1139,-596,-97,-367,-381,8,20,2.0,Forward,197
32074,738843,-144,1214,-443,-109,-346,-361,8,20,,Forward,197
32075,738850,210,327,330,-133,-339,-334,8,20,,Forward,197
32076,738856,-153,1185,250,-134,-334,-310,8,20,,Forward,197
32077,738862,-33,1121,535,-136,-319,-289,8,20,,Forward,197
32078,738868,-86,1044,641,-136,-312,-277,8,20,,Forward,197
32079,738875,11,1039,677,-139,-303,-271,8,20,3.0,Forward,197
32184,739531,42,1013,274,-115,-361,-331,8,20,1.0,Back,198
32185,739537,51,1007,256,-107,-355,-342,8,20,,Back,198
32186,739543,63,1028,231,-109,-370,-339,8,20,,Back,198
32187,739550,62,1025,169,-104,-363,-361,8,20,,Back,198
32188,739556,59,1028,99,-91,-366,-366,8,20,,Back,198
32189,739562,52,999,17,-92,-373,-378,8,20,,Back,198
32190,739568,36,996,-67,-83,-375,-379,8,20,,Back,198
32191,739575,11,958,-141,-79,-379,-382,8,20,,Back,198
32192,739581,8,959,-201,-74,-370,-394,8,20,,Back,198
32193,739587,-9,941,-316,-79,-375,-402,8,20,,Back,198
32194,739593,-40,946,-522,-77,-373,-417,8,20,,Back,198
32195,739600,-81,1037,-774,-77,-370,-402,8,20,,Back,198
32196,739606,-115,1113,-970,-91,-369,-387,8,20,2.0,Forward,198
32197,739612,-82,1291,-699,-100,-352,-367,8,20,,Forward,198
32198,739618,572,1109,251,-131,-348,-312,8,20,,Forward,198
32199,739625,-53,1138,364,-127,-340,-297,8,20,,Forward,198
32200,739631,-58,1036,542,-127,-349,-273,8,20,,Forward,198
32201,739637,25,1022,617,-128,-337,-250,8,20,3.0,Forward,198
32307,740300,44,999,258,-110,-361,-342,8,20,1.0,Back,199
32308,740306,22,991,229,-100,-367,-355,8,20,,Back,199
32309,740312,13,989,161,-103,-363,-357,8,20,,Back,199
32310,740318,14,989,81,-98,-364,-372,8,20,,Back,199
32311,740325,10,981,-2,-89,-376,-375,8,20,,Back,199
32312,740331,24,972,-91,-97,-376,-384,8,20,,Back,199
32313,740337,22,973,-177,-91,-373,-391,8,20,,Back,199
32314,740343,19,962,-258,-88,-373,-394,8,20,,Back,199
32315,740350,0,971,-354,-85,-369,-391,8,20,,Back,199
32316,740356,-46,1021,-500,-80,-376,-390,8,20,,Back,199
32317,740362,-134,1033,-686,-89,-364,-381,8,20,,Back,199
32318,740368,-184,1020,-762,-109,-361,-367,8,20,2.0,Forward,199
32319,740375,-69,1215,-375,-119,-352,-349,8,20,,Forward,199
32320,740381,90,1121,103,-122,-337,-309,8,20,,Forward,199
32321,740387,198,1104,564,-133,-333,-271,8,20,,Forward,199
32322,740393,107,1022,595,-134,-331,-258,8,20,3.0,Forward,199
32484,741406,58,980,280,-106,-376,-330,8,20,1.0,Back,200
32485,741412,50,1019,242,-106,-381,-345,8,20,,Back,200
32486,741418,31,1025,149,-95,-375,-343,8,20,,Back,200
32487,741425,55,994,44,-91,-388,-352,8,20,,Back,200
32488,741431,42,996,-66,-80,-385,-358,8,20,,Back,200
32489,741437,27,952,-173,-77,-388,-361,8,20,,Back,200
32490,741443,11,937,-272,-77,-388,-364,8,20,,Back,200
32491,741450,7,941,-370,-79,-391,-370,8,20,,Back,200
32492,741456,-19,956,-545,-80,-393,-376,8,20,,Back,200
32493,741462,-93,1035,-713,-80,-390,-367,8,20,,Back,200
32494,741468,-164,986,-935,-82,-379,-343,8,20,,Back,200
32495,741475,-106,1173,-1015,-110,-373,-324,8,20,2.0,Forward,200
32496,741481,-26,1140,-182,-134,-370,-270,8,20,,Forward,200
32497,741487,-122,1217,-170,-127,-352,-273,8,20,,Forward,200
32498,741493,49,1224,351,-130,-345,-231,8,20,,Forward,200
32499,741500,75,1165,703,-128,-340,-204,8,20,,Forward,200
32500,741506,24,1014,720,-127,-336,-205,8,20,3.0,Forward,200
32704,824751,56,1017,265,-104,-357,-337,9,30,1.0,Back,201
32705,824757,47,1017,214,-98,-355,-342,9,30,,Back,201
32706,824763,41,1008,135,-109,-372,-352,9,30,,Back,201
32707,824770,36,1011,58,-101,-364,-361,9,30,,Back,201
32708,824776,9,987,-20,-92,-373,-357,9,30,,Back,201
32709,824782,-10,965,-86,-86,-379,-360,9,30,,Back,201
32710,824788,-32,955,-147,-86,-375,-379,9,30,,Back,201
32711,824795,-33,947,-205,-77,-376,-378,9,30,,Back,201
32712,824801,-25,961,-274,-82,-381,-378,9,30,,Back,201
32713,824807,-38,976,-350,-79,-379,-369,9,30,,Back,201
32714,824813,-44,993,-439,-92,-378,-375,9,30,,Back,201
32715,824820,-109,1049,-509,-103,-370,-367,9,30,2.0,Forward,201
32716,824826,-90,1052,-481,-94,-369,-351,9,30,,Forward,201
32717,824832,-54,1153,-317,-109,-357,-333,9,30,,Forward,201
32718,824838,-39,1009,-96,-115,-342,-327,9,30,,Forward,201
32719,824845,8,1110,101,-119,-337,-303,9,30,,Forward,201
32720,824851,84,1120,311,-130,-340,-291,9,30,,Forward,201
32721,824857,18,1030,399,-139,-337,-280,9,30,,Forward,201
32722,824863,23,1011,410,-137,-331,-280,9,30,3.0,Forward,201
32905,826007,89,1009,136,-95,-370,-331,9,30,1.0,Back,202
32906,826013,80,1001,113,-100,-381,-339,9,30,,Back,202
32907,826020,89,1005,81,-97,-384,-339,9,30,,Back,202
32908,826026,68,989,32,-94,-391,-351,9,30,,Back,202
32909,826032,44,981,-39,-88,-384,-364,9,30,,Back,202
32910,826038,48,965,-128,-92,-385,-355,9,30,,Back,202
32911,826045,10,952,-218,-79,-394,-363,9,30,,Back,202
32912,826051,16,939,-323,-88,-388,-373,9,30,,Back,202
32913,826057,-8,939,-385,-79,-391,-363,9,30,,Back,202
32914,826063,-43,981,-502,-80,-387,-364,9,30,,Back,202
32915,826070,-61,1005,-634,-88,-379,-361,9,30,,Back,202
32916,826076,-57,1083,-665,-80,-376,-337,9,30,2.0,Forward,202
32917,826082,158,626,26,-122,-366,-322,9,30,,Forward,202
32918,826088,73,1120,-44,-112,-354,-306,9,30,,Forward,202
32919,826095,68,1063,329,-128,-354,-297,9,30,,Forward,202
32920,826101,58,1051,461,-124,-348,-274,9,30,3.0,Forward,202
33053,826932,87,1035,163,-95,-373,-327,9,30,1.0,Back,203
33054,826938,101,1028,130,-94,-376,-333,9,30,,Back,203
33055,826945,105,1000,101,-92,-376,-342,9,30,,Back,203
33056,826951,82,986,61,-92,-376,-357,9,30,,Back,203
33057,826957,60,972,0,-89,-387,-360,9,30,,Back,203
33058,826963,31,962,-74,-83,-387,-369,9,30,,Back,203
33059,826970,17,959,-153,-76,-379,-364,9,30,,Back,203
33060,826976,5,939,-252,-80,-382,-376,9,30,,Back,203
33061,826982,27,939,-354,-77,-382,-372,9,30,,Back,203
33062,826988,7,977,-463,-71,-385,-367,9,30,,Back,203
33063,826995,55,1066,-601,-80,-390,-363,9,30,,Back,203
33064,827001,-22,1073,-661,-91,-381,-361,9,30,2.0,Forward,203
33065,827007,14,1102,-510,-92,-369,-336,9,30,,Forward,203
33066,827013,44,1178,-67,-109,-361,-318,9,30,,Forward,203
33067,827020,35,1042,93,-107,-363,-304,9,30,,Forward,203
33068,827026,54,1074,402,-116,-363,-297,9,30,,Forward,203
33069,827032,53,1038,514,-122,-357,-285,9,30,,Forward,203
33070,827038,111,1015,544,-118,-352,-277,9,30,3.0,Forward,203
33209,827907,87,1004,164,-94,-391,-325,9,30,1.0,Back,204
33210,827913,92,1008,142,-100,-378,-331,9,30,,Back,204
33211,827920,101,1002,119,-89,-376,-331,9,30,,Back,204
33212,827926,105,1005,69,-92,-382,-340,9,30,,Back,204
33213,827932,86,995,-8,-89,-388,-351,9,30,,Back,204
33214,827938,63,978,-107,-89,-387,-355,9,30,,Back,204
33215,827945,54,966,-165,-91,-396,-354,9,30,,Back,204
33216,827951,27,941,-249,-74,-400,-357,9,30,,Back,204
33217,827957,13,939,-297,-68,-394,-361,9,30,,Back,204
33218,827963,-26,968,-402,-77,-397,-358,9,30,,Back,204
33219,827970,-66,969,-559,-89,-397,-360,9,30,,Back,204
33220,827976,-40,996,-748,-80,-384,-351,9,30,2.0,Forward,204
33221,827982,-6,1144,-522,-98,-376,-328,9,30,,Forward,204
33222,827988,17,1077,-9,-113,-369,-319,9,30,,Forward,204
33223,827995,157,1042,426,-118,-363,-295,9,30,,Forward,204
33224,828001,198,1077,629,-122,-361,-280,9,30,3.0,Forward,204
33493,829682,99,1015,218,-97,-366,-330,9,30,1.0,Back,205
33494,829688,98,1023,201,-101,-372,-336,9,30,,Back,205
33495,829695,110,1015,149,-103,-372,-339,9,30,,Back,205
33496,829701,93,1011,87,-91,-375,-351,9,30,,Back,205
33497,829707,63,1002,2,-89,-378,-364,9,30,,Back,205
33498,829713,38,970,-40,-76,-393,-370,9,30,,Back,205
33499,829720,-10,950,-121,-80,-387,-372,9,30,,Back,205
33500,829726,-15,945,-188,-79,-391,-381,9,30,,Back,205
33501,829732,-33,926,-262,-79,-390,-387,9,30,,Back,205
33502,829738,-49,934,-317,-73,-394,-381,9,30,,Back,205
33503,829745,-82,963,-403,-82,-384,-390,9,30,,Back,205
33504,829751,-61,1051,-467,-86,-373,-382,9,30,,Back,205
33505,829757,-44,1089,-568,-94,-373,-378,9,30,2.0,Forward,205
33506,829763,-13,1138,-477,-95,-372,-360,9,30,,Forward,205
33507,829770,12,987,-119,-107,-352,-333,9,30,,Forward,205
33508,829776,49,1044,162,-127,-343,-322,9,30,,Forward,205
33509,829782,59,1085,460,-127,-342,-301,9,30,,Forward,205
33510,829788,51,1053,533,-133,-343,-285,9,30,3.0,Forward,205
33663,830745,50,1021,150,-97,-372,-327,9,30,1.0,Back,206
33664,830751,50,1004,114,-97,-372,-340,9,30,,Back,206
33665,830757,55,999,72,-103,-372,-346,9,30,,Back,206
33666,830763,35,983,17,-94,-369,-351,9,30,,Back,206
33667,830770,30,990,-48,-89,-372,-343,9,30,,Back,206
33668,830776,12,964,-124,-82,-378,-358,9,30,,Back,206
33669,830782,-2,954,-189,-97,-381,-358,9,30,,Back,206
33670,830788,-23,948,-282,-88,-384,-360,9,30,,Back,206
33671,830795,-19,956,-339,-85,-385,-361,9,30,,Back,206
33672,830801,-7,1009,-428,-88,-375,-367,9,30,,Back,206
33673,830807,5,1065,-543,-92,-369,-354,9,30,,Back,206
33674,830813,20,1092,-629,-106,-370,-352,9,30,2.0,Forward,206
33675,830820,-29,1174,-505,-104,-352,-331,9,30,,Forward,206
33676,830826,-178,1045,-175,-104,-360,-313,9,30,,Forward,206
33677,830832,-103,1048,229,-127,-343,-292,9,30,,Forward,206
33678,830838,-75,1009,463,-140,-340,-280,9,30,,Forward,206
33679,830845,27,1025,531,-137,-336,-282,9,30,3.0,Forward,206
33824,831751,67,1011,235,-109,-370,-322,9,30,1.0,Back,207
33825,831757,62,1013,195,-101,-366,-318,9,30,,Back,207
33826,831763,41,999,139,-112,-369,-325,9,30,,Back,207
33827,831770,59,990,45,-98,-378,-345,9,30,,Back,207
33828,831776,22,994,-28,-100,-376,-351,9,30,,Back,207
33829,831782,26,1001,-100,-91,-375,-354,9,30,,Back,207
33830,831788,6,949,-181,-86,-388,-363,9,30,,Back,207
33831,831795,1,952,-206,-82,-385,-358,9,30,,Back,207
33832,831801,-27,924,-277,-82,-393,-361,9,30,,Back,207
33833,831807,-42,939,-341,-83,-387,-369,9,30,,Back,207
33834,831813,-53,971,-413,-77,-388,-358,9,30,,Back,207
33835,831820,-121,1019,-523,-89,-381,-352,9,30,,Back,207
33836,831826,-81,1067,-666,-98,-372,-349,9,30,2.0,Forward,207
33837,831832,14,1196,-568,-109,-354,-345,9,30,,Forward,207
33838,831838,20,1129,-235,-119,-352,-304,9,30,,Forward,207
33839,831845,2,1083,206,-122,-346,-280,9,30,,Forward,207
33840,831851,-13,1042,548,-124,-337,-264,9,30,,Forward,207
33841,831857,-43,985,577,-134,-346,-264,9,30,3.0,Forward,207
33970,832663,40,1010,197,-103,-363,-334,9,30,1.0,Back,208
33971,832670,48,992,182,-100,-363,-333,9,30,,Back,208
33972,832676,46,1011,151,-98,-361,-358,9,30,,Back,208
33973,832682,58,1017,71,-100,-363,-349,9,30,,Back,208
33974,832688,59,986,-14,-97,-369,-369,9,30,,Back,208
33975,832695,48,975,-76,-89,-376,-366,9,30,,Back,208
33976,832701,7,958,-174,-89,-372,-370,9,30,,Back,208
33977,832707,8,965,-258,-89,-372,-372,9,30,,Back,208
33978,832713,-13,956,-362,-89,-373,-372,9,30,,Back,208
33979,832720,-48,974,-456,-82,-372,-367,9,30,,Back,208
33980,832726,-48,1040,-617,-91,-366,-369,9,30,,Back,208
33981,832732,-35,1089,-697,-94,-369,-346,9,30,2.0,Forward,208
33982,832738,-39,1102,-549,-109,-361,-333,9,30,,Forward,208
33983,832745,58,1108,-265,-115,-354,-304,9,30,,Forward,208
33984,832751,99,1184,206,-127,-340,-288,9,30,,Forward,208
33985,832757,2,1013,289,-131,-339,-270,9,30,,Forward,208
33986,832763,43,1003,425,-131,-340,-250,9,30,3.0,Forward,208
34189,834032,77,1028,197,-109,-367,-324,9,30,1.0,Back,209
34190,834038,83,1041,185,-95,-367,-331,9,30,,Back,209
34191,834045,85,1039,153,-98,-373,-342,9,30,,Back,209
34192,834051,72,995,98,-107,-375,-352,9,30,,Back,209
34193,834057,44,998,6,-94,-372,-364,9,30,,Back,209
34194,834063,24,964,-86,-91,-381,-363,9,30,,Back,209
34195,834070,-12,929,-160,-83,-382,-373,9,30,,Back,209
34196,834076,-26,930,-235,-80,-381,-370,9,30,,Back,209
34197,834082,-43,942,-338,-83,-381,-369,9,30,,Back,209
34198,834088,-75,953,-488,-94,-379,-375,9,30,,Back,209
34199,834095,-62,1059,-730,-89,-372,-372,9,30,,Back,209
34200,834101,-66,1100,-916,-88,-364,-369,9,30,2.0,Forward,209
34201,834107,-78,1204,-725,-110,-360,-342,9,30,,Forward,209
34202,834113,-178,1096,-332,-121,-342,-315,9,30,,Forward,209
34203,834120,20,1131,407,-134,-343,-301,9,30,,Forward,209
34204,834126,18,1029,705,-128,-330,-271,9,30,,Forward,209
34205,834132,71,1033,711,-128,-336,-261,9,30,3.0,Forward,209
34319,834845,42,1024,166,-113,-355,-327,9,30,1.0,Back,210
34320,834851,50,1009,158,-109,-360,-327,9,30,,Back,210
34321,834857,51,1009,111,-109,-363,-340,9,30,,Back,210
34322,834863,33,1006,66,-112,-370,-340,9,30,,Back,210
34323,834870,26,987,-14,-98,-370,-342,9,30,,Back,210
34324,834876,10,963,-94,-100,-369,-348,9,30,,Back,210
34325,834882,15,960,-169,-86,-378,-354,9,30,,Back,210
34326,834888,4,955,-261,-98,-370,-364,9,30,,Back,210
34327,834895,-3,942,-344,-91,-370,-354,9,30,,Back,210
34328,834901,-37,962,-475,-94,-367,-360,9,30,,Back,210
34329,834907,-68,1019,-781,-89,-376,-363,9,30,,Back,210
34330,834913,-98,1055,-898,-91,-363,-342,9,30,2.0,Forward,210
34331,834920,-172,1227,-648,-112,-363,-319,9,30,,Forward,210
34332,834926,-191,1074,-340,-119,-352,-304,9,30,,Forward,210
34333,834932,13,1123,434,-121,-340,-270,9,30,,Forward,210
34334,834938,103,1109,816,-131,-334,-253,9,30,3.0,Forward,210
34455,835695,79,1015,240,-100,-373,-334,9,30,1.0,Back,211
34456,835701,95,1022,181,-97,-378,-340,9,30,,Back,211
34457,835707,79,1029,151,-94,-381,-351,9,30,,Back,211
34458,835713,46,1002,69,-92,-373,-363,9,30,,Back,211
34459,835720,31,992,27,-82,-378,-369,9,30,,Back,211
34460,835726,19,969,-37,-89,-382,-376,9,30,,Back,211
34461,835732,13,954,-125,-85,-378,-381,9,30,,Back,211
34462,835738,0,930,-201,-73,-394,-378,9,30,,Back,211
34463,835745,-12,931,-286,-80,-390,-385,9,30,,Back,211
34464,835751,-18,944,-376,-73,-381,-384,9,30,,Back,211
34465,835757,-30,989,-499,-77,-373,-382,9,30,,Back,211
34466,835763,-4,1032,-627,-89,-373,-379,9,30,,Back,211
34467,835770,6,1116,-699,-91,-357,-361,9,30,2.0,Forward,211
34468,835776,0,1233,-526,-106,-358,-339,9,30,,Forward,211
34469,835782,62,1283,-106,-116,-349,-319,9,30,,Forward,211
34470,835788,1,1053,564,-121,-349,-298,9,30,,Forward,211
34471,835795,-52,1005,767,-127,-340,-283,9,30,,Forward,211
34472,835801,70,996,780,-134,-340,-274,9,30,3.0,Forward,211
34612,836676,90,1050,261,-104,-366,-337,9,30,1.0,Back,212
34613,836682,89,1038,196,-92,-370,-343,9,30,,Back,212
34614,836688,70,1019,115,-100,-373,-351,9,30,,Back,212
34615,836695,25,989,24,-89,-387,-361,9,30,,Back,212
34616,836701,5,967,-65,-88,-382,-373,9,30,,Back,212
34617,836707,-11,941,-195,-82,-382,-369,9,30,,Back,212
34618,836713,-18,937,-321,-73,-378,-378,9,30,,Back,212
34619,836720,-26,950,-411,-82,-382,-379,9,30,,Back,212
34620,836726,-20,977,-480,-79,-381,-384,9,30,,Back,212
34621,836732,-56,1002,-582,-89,-375,-376,9,30,,Back,212
34622,836738,-52,1094,-649,-83,-378,-370,9,30,,Back,212
34623,836745,-59,1135,-668,-107,-363,-349,9,30,2.0,Forward,212
34624,836751,222,810,36,-127,-355,-321,9,30,,Forward,212
34625,836757,29,1127,287,-119,-352,-312,9,30,,Forward,212
34626,836763,50,1097,613,-131,-342,-294,9,30,,Forward,212
34627,836770,115,1043,653,-134,-336,-274,9,30,3.0,Forward,212
34750,837538,91,1003,188,-107,-373,-343,9,30,1.0,Back,213
34751,837545,70,1026,169,-98,-372,-334,9,30,,Back,213
34752,837551,75,1012,137,-101,-370,-336,9,30,,Back,213
34753,837557,50,1011,93,-94,-369,-343,9,30,,Back,213
34754,837563,34,987,17,-86,-375,-351,9,30,,Back,213
34755,837570,16,988,-66,-91,-376,-360,9,30,,Back,213
34756,837576,-5,970,-152,-80,-376,-355,9,30,,Back,213
34757,837582,-2,948,-210,-89,-391,-366,9,30,,Back,213
34758,837588,7,953,-311,-77,-381,-370,9,30,,Back,213
34759,837595,9,952,-438,-88,-384,-372,9,30,,Back,213
34760,837601,-31,983,-707,-92,-382,-363,9,30,,Back,213
34761,837607,-127,973,-869,-97,-373,-352,9,30,2.0,Forward,213
34762,837613,-84,1201,-731,-104,-361,-336,9,30,,Forward,213
34763,837620,-30,1280,-261,-119,-360,-313,9,30,,Forward,213
34764,837626,68,1082,475,-122,-349,-294,9,30,,Forward,213
34765,837632,63,1043,799,-134,-343,-285,9,30,,Forward,213
34766,837638,119,1036,833,-134,-334,-280,9,30,3.0,Forward,213
34884,838376,45,1020,323,-98,-373,-340,9,30,1.0,Back,214
34885,838382,76,1035,241,-103,-370,-343,9,30,,Back,214
34886,838388,84,1025,116,-95,-372,-349,9,30,,Back,214
34887,838395,72,1008,10,-97,-370,-358,9,30,,Back,214
34888,838401,52,983,-109,-88,-373,-372,9,30,,Back,214
34889,838407,13,952,-253,-80,-382,-375,9,30,,Back,214
34890,838413,-15,945,-335,-79,-382,-379,9,30,,Back,214
34891,838420,-20,936,-407,-73,-384,-387,9,30,,Back,214
34892,838426,-64,971,-506,-76,-390,-391,9,30,,Back,214
34893,838432,-68,1009,-632,-82,-378,-381,9,30,,Back,214
34894,838438,-77,1058,-786,-95,-370,-367,9,30,2.0,Forward,214
34895,838445,39,1276,-611,-101,-352,-348,9,30,,Forward,214
34896,838451,-3,1287,-84,-115,-345,-316,9,30,,Forward,214
34897,838457,100,1081,621,-116,-349,-295,9,30,,Forward,214
34898,838463,-28,1001,772,-130,-345,-295,9,30,,Forward,214
34899,838470,45,1014,774,-130,-337,-279,9,30,3.0,Forward,214
35014,839188,95,1020,185,-98,-381,-328,9,30,1.0,Back,215
35015,839195,88,1023,155,-98,-382,-337,9,30,,Back,215
35016,839201,89,1011,105,-94,-369,-352,9,30,,Back,215
35017,839207,62,1006,65,-86,-378,-348,9,30,,Back,215
35018,839213,50,991,-2,-91,-379,-361,9,30,,Back,215
35019,839220,13,942,-69,-86,-381,-366,9,30,,Back,215
35020,839226,3,955,-134,-89,-382,-382,9,30,,Back,215
35021,839232,-7,971,-216,-79,-390,-384,9,30,,Back,215
35022,839238,9,963,-299,-80,-388,-384,9,30,,Back,215
35023,839245,15,974,-437,-77,-375,-384,9,30,,Back,215
35024,839251,-2,1029,-555,-86,-376,-378,9,30,,Back,215
35025,839257,23,1029,-719,-95,-370,-372,9,30,2.0,Forward,215
35026,839263,-54,1121,-575,-106,-361,-351,9,30,,Forward,215
35027,839270,-104,1201,-189,-101,-364,-327,9,30,,Forward,215
35028,839276,40,1062,328,-121,-352,-313,9,30,,Forward,215
35029,839282,102,1090,617,-125,-340,-303,9,30,,Forward,215
35030,839288,127,1058,692,-134,-340,-288,9,30,3.0,Forward,215
35164,840126,78,1013,151,-101,-370,-330,9,30,1.0,Back,216
35165,840132,60,1014,126,-100,-375,-348,9,30,,Back,216
35166,840138,46,989,63,-103,-376,-333,9,30,,Back,216
35167,840145,-4,981,3,-89,-382,-355,9,30,,Back,216
35168,840151,-2,947,-88,-89,-379,-363,9,30,,Back,216
35169,840157,-19,955,-145,-83,-384,-363,9,30,,Back,216
35170,840163,-10,946,-235,-86,-385,-360,9,30,,Back,216
35171,840170,-7,964,-315,-82,-373,-375,9,30,,Back,216
35172,840176,-14,978,-418,-89,-376,-369,9,30,,Back,216
35173,840182,-13,985,-610,-86,-379,-360,9,30,,Back,216
35174,840188,-75,1045,-703,-100,-372,-360,9,30,2.0,Forward,216
35175,840195,-26,1165,-606,-100,-364,-342,9,30,,Forward,216
35176,840201,230,905,114,-112,-354,-322,9,30,,Forward,216
35177,840207,1,1047,714,-122,-346,-304,9,30,,Forward,216
35178,840213,53,1001,837,-122,-333,-294,9,30,3.0,Forward,216
35440,841851,69,1029,213,-103,-373,-331,9,30,1.0,Back,217
35441,841857,78,1023,180,-100,-367,-340,9,30,,Back,217
35442,841863,70,1032,129,-103,-378,-339,9,30,,Back,217
35443,841870,59,1010,56,-98,-378,-337,9,30,,Back,217
35444,841876,47,987,-41,-92,-381,-354,9,30,,Back,217
35445,841882,28,963,-115,-92,-381,-373,9,30,,Back,217
35446,841888,-19,953,-207,-89,-388,-355,9,30,,Back,217
35447,841895,-26,942,-258,-82,-400,-369,9,30,,Back,217
35448,841901,-48,941,-333,-79,-388,-364,9,30,,Back,217
35449,841907,-34,971,-410,-89,-379,-370,9,30,,Back,217
35450,841913,-24,1010,-575,-85,-379,-367,9,30,,Back,217
35451,841920,-20,1087,-658,-97,-378,-352,9,30,2.0,Forward,217
35452,841926,-83,1153,-534,-107,-369,-327,9,30,,Forward,217
35453,841932,66,997,-140,-121,-358,-304,9,30,,Forward,217
35454,841938,23,1085,196,-128,-354,-289,9,30,,Forward,217
35455,841945,17,1050,441,-124,-345,-283,9,30,,Forward,217
35456,841951,94,1070,583,-134,-345,-276,9,30,3.0,Forward,217
35578,842713,58,1009,237,-103,-369,-330,9,30,1.0,Back,218
35579,842720,54,1006,211,-101,-367,-336,9,30,,Back,218
35580,842726,67,1006,148,-104,-361,-343,9,30,,Back,218
35581,842732,47,1007,67,-104,-373,-346,9,30,,Back,218
35582,842738,37,989,0,-94,-375,-354,9,30,,Back,218
35583,842745,28,961,-68,-97,-376,-361,9,30,,Back,218
35584,842751,24,953,-123,-94,-375,-363,9,30,,Back,218
35585,842757,30,962,-180,-83,-370,-370,9,30,,Back,218
35586,842763,23,976,-254,-83,-373,-372,9,30,,Back,218
35587,842770,24,977,-366,-91,-375,-378,9,30,,Back,218
35588,842776,-23,1006,-499,-100,-378,-376,9,30,,Back,218
35589,842782,-118,1024,-620,-92,-366,-376,9,30,,Back,218
35590,842788,-154,1035,-670,-104,-364,-346,9,30,2.0,Forward,218
35591,842795,23,941,124,-113,-352,-330,9,30,,Forward,218
35592,842801,5,1168,-39,-119,-339,-307,9,30,,Forward,218
35593,842807,52,1074,305,-116,-345,-286,9,30,,Forward,218
35594,842813,81,1022,520,-125,-342,-276,9,30,3.0,Forward,218
35742,843738,39,1002,173,-101,-373,-333,9,30,1.0,Back,219
35743,843745,40,1005,160,-97,-375,-339,9,30,,Back,219
35744,843751,29,998,127,-101,-375,-351,9,30,,Back,219
35745,843757,40,989,64,-91,-369,-355,9,30,,Back,219
35746,843763,34,984,15,-97,-373,-349,9,30,,Back,219
35747,843770,40,974,-35,-88,-378,-363,9,30,,Back,219
35748,843776,55,973,-98,-85,-384,-369,9,30,,Back,219
35749,843782,34,970,-186,-95,-381,-379,9,30,,Back,219
35750,843788,52,998,-317,-85,-391,-375,9,30,,Back,219
35751,843795,12,999,-476,-89,-381,-373,9,30,,Back,219
35752,843801,-48,975,-718,-86,-379,-366,9,30,,Back,219
35753,843807,-102,996,-732,-91,-373,-352,9,30,2.0,Forward,219
35754,843813,-51,1147,-447,-101,-363,-345,9,30,,Forward,219
35755,843820,-2,1182,37,-110,-360,-318,9,30,,Forward,219
35756,843826,59,1084,466,-121,-352,-306,9,30,,Forward,219
35757,843832,-38,1008,531,-128,-340,-301,9,30,,Forward,219
35758,843838,42,1015,573,-131,-339,-298,9,30,3.0,Forward,219
36114,846063,47,1008,166,-106,-367,-319,9,30,1.0,Back,220
36115,846070,48,997,143,-112,-366,-330,9,30,,Back,220
36116,846076,56,1002,96,-95,-369,-330,9,30,,Back,220
36117,846082,40,1000,37,-95,-367,-334,9,30,,Back,220
36118,846088,27,995,-35,-91,-372,-346,9,30,,Back,220
36119,846095,31,969,-111,-94,-378,-352,9,30,,Back,220
36120,846101,21,967,-176,-92,-373,-358,9,30,,Back,220
36121,846107,20,984,-215,-83,-382,-361,9,30,,Back,220
36122,846113,6,967,-263,-89,-375,-361,9,30,,Back,220
36123,846120,-27,988,-377,-89,-376,-357,9,30,,Back,220
36124,846126,-34,1010,-495,-88,-376,-352,9,30,,Back,220
36125,846132,-51,1045,-680,-98,-381,-343,9,30,2.0,Forward,220
36126,846138,-106,1061,-567,-107,-367,-336,9,30,,Forward,220
36127,846145,71,1269,-171,-113,-357,-324,9,30,,Forward,220
36128,846151,-41,1035,271,-118,-357,-310,9,30,,Forward,220
36129,846157,38,1049,465,-124,-336,-297,9,30,3.0,Forward,220
36257,846957,69,1011,162,-103,-369,-316,9,30,1.0,Back,221
36258,846963,75,1003,149,-97,-372,-318,9,30,,Back,221
36259,846970,78,1034,131,-106,-378,-334,9,30,,Back,221
36260,846976,65,1005,103,-101,-373,-324,9,30,,Back,221
36261,846982,55,992,58,-97,-379,-336,9,30,,Back,221
36262,846988,48,984,-14,-94,-375,-351,9,30,,Back,221
