,Time,AX,AY,AZ,GX,GY,GZ
592,64130,134,968,21,-79,-415,-270
593,64136,150,969,20,-82,-414,-276
594,64142,133,979,37,-83,-426,-276
595,64148,155,966,40,-95,-421,-277
596,64155,114,982,57,-85,-415,-288
597,64161,120,977,56,-86,-409,-297
598,64167,128,984,51,-88,-406,-292
599,64173,91,983,51,-91,-403,-292
600,64180,81,982,46,-91,-411,-295
601,64186,102,984,39,-94,-411,-297
602,64192,104,981,29,-95,-406,-286
603,64198,133,980,20,-94,-412,-274
604,64205,75,989,5,-89,-406,-276
605,64211,126,974,8,-89,-406,-280
606,64217,119,989,-6,-97,-411,-274
607,64223,138,979,-13,-95,-408,-280
608,64230,110,982,8,-88,-406,-282
609,64236,142,967,-6,-89,-415,-286
610,64242,132,983,-27,-86,-417,-277
611,64248,115,983,-16,-83,-408,-277
612,64255,121,978,7,-86,-412,-279
613,64261,145,976,-36,-76,-418,-274
614,64267,165,978,-35,-83,-415,-297
615,64273,123,970,6,-80,-412,-304
616,64280,138,974,-7,-85,-414,-306
617,64286,158,974,-38,-100,-409,-306
618,64292,112,982,-73,-94,-406,-297
619,64298,114,979,-21,-94,-396,-294
620,64305,107,987,-69,-97,-390,-289
621,64311,121,966,-59,-95,-394,-295
622,64317,101,985,-56,-97,-388,-286
623,64323,77,987,-52,-94,-391,-292
624,64330,84,982,-47,-109,-382,-288
625,64336,93,976,-42,-106,-381,-285
626,64342,99,981,-59,-100,-379,-289
627,64348,82,985,-44,-100,-385,-297
628,64355,73,984,-56,-110,-376,-292
629,64361,77,972,-67,-106,-382,-276
630,64367,73,981,-73,-106,-367,-282
631,64373,63,983,-89,-110,-367,-285
632,64380,60,976,-105,-110,-367,-277
633,64386,56,980,-111,-113,-366,-262
634,64392,58,975,-121,-125,-361,-274
635,64398,42,976,-128,-127,-360,-270
636,64405,39,973,-131,-119,-360,-258
637,64411,40,975,-138,-125,-355,-267
638,64417,39,978,-134,-119,-358,-265
639,64423,34,975,-136,-133,-355,-258
640,64430,33,978,-136,-121,-352,-255
641,64436,30,973,-129,-121,-343,-264
642,64442,32,974,-130,-121,-351,-255
643,64448,32,974,-135,-125,-354,-253
644,64455,35,977,-133,-125,-360,-262
645,64461,31,977,-132,-133,-352,-267
646,64467,27,977,-130,-127,-352,-268
647,64473,27,975,-135,-130,-349,-256
648,64480,33,980,-129,-130,-343,-259
649,64486,32,978,-130,-128,-349,-267
650,64492,31,978,-129,-125,-351,-258
651,64498,28,978,-123,-122,-349,-268
652,64505,25,978,-113,-127,-352,-270
653,64511,28,978,-110,-125,-357,-268
654,64517,29,982,-97,-130,-357,-274
655,64523,29,981,-86,-116,-352,-286
656,64530,28,986,-75,-113,-355,-286
657,64536,37,979,-70,-112,-358,-291
658,64542,45,981,-58,-121,-354,-288
659,64548,58,981,-9,-115,-360,-289
660,64555,88,988,-27,-115,-372,-303
661,64561,-3,1000,-24,-109,-355,-304
