,Time,AX,AY,AZ,GX,GY,GZ
341,8912,52,984,-52,-80,-391,-309
342,8918,75,923,10,-85,-379,-309
343,8924,212,1010,-107,-86,-372,-315
344,8931,165,997,-18,-85,-369,-313
345,8937,104,1052,-14,-85,-375,-321
346,8943,90,982,9,-82,-372,-319
347,8949,65,979,15,-83,-376,-321
348,8956,40,945,-5,-83,-375,-327
349,8962,50,958,-8,-91,-376,-327
350,8968,122,942,-36,-91,-378,-337
351,8974,84,985,-44,-94,-367,-325
352,8981,107,984,-35,-82,-384,-330
353,8987,89,979,-46,-76,-376,-330
354,8993,103,993,-20,-77,-375,-327
355,8999,65,967,-35,-85,-381,-325
356,9006,87,952,-27,-82,-378,-322
357,9012,95,979,-26,-79,-378,-333
358,9018,113,984,-19,-77,-376,-312
359,9024,99,1013,0,-80,-376,-316
360,9031,100,990,-12,-85,-370,-321
361,9037,98,1013,-7,-82,-373,-313
362,9043,80,966,-14,-89,-369,-310
363,9049,70,973,16,-82,-372,-321
364,9056,71,1003,56,-89,-372,-316
365,9062,79,1007,109,-80,-381,-312
366,9068,75,1023,123,-83,-369,-312
367,9074,98,997,126,-83,-369,-319
368,9081,96,1001,122,-80,-376,-319
369,9087,105,1003,105,-86,-373,-330
370,9093,108,987,60,-77,-376,-345
371,9099,105,970,-1,-80,-376,-337
372,9106,95,981,-52,-79,-378,-348
373,9112,75,973,-103,-71,-379,-358
374,9118,74,952,-131,-79,-385,-351
375,9124,54,934,-199,-77,-385,-360
376,9131,46,945,-265,-70,-376,-363
377,9137,59,961,-382,-70,-379,-370
378,9143,35,1000,-475,-85,-375,-352
379,9149,13,1068,-574,-82,-376,-349
380,9156,10,1132,-510,-88,-379,-322
381,9162,274,888,-58,-97,-366,-303
382,9168,-14,1060,223,-98,-354,-301
383,9174,10,999,517,-98,-355,-292
384,9181,35,1015,573,-97,-354,-280
385,9187,52,995,473,-101,-349,-283
386,9193,78,1029,330,-98,-343,-286
387,9199,100,1007,191,-97,-349,-286
388,9206,79,1025,69,-88,-354,-295
389,9212,60,985,-98,-88,-355,-292
390,9218,8,921,-214,-89,-361,-303
391,9224,-46,872,-321,-97,-369,-301
392,9231,-67,959,-326,-91,-357,-310
393,9237,-85,971,-320,-91,-354,-306
394,9243,118,1027,-123,-94,-352,-304
395,9249,-40,991,28,-98,-363,-295
396,9256,48,982,-68,-89,-358,-303
397,9262,58,973,-55,-92,-366,-304
398,9268,53,984,-58,-97,-355,-298
399,9274,55,984,-58,-100,-360,-301
400,9281,54,983,-54,-95,-354,-297
401,9287,53,985,-56,-101,-357,-303
402,9293,54,985,-36,-92,-355,-304
403,9299,41,981,-57,-97,-355,-307
404,9306,46,986,-47,-101,-349,-303
405,9312,38,988,-40,-98,-358,-307
406,9318,52,995,-56,-92,-352,-303
407,9324,24,976,-46,-97,-348,-300
408,9331,29,979,-46,-103,-346,-307
